Timestamp,Email address,What is your name?,Please enter your email address.,What is your age group?,What is your gender?,How frequently do you order food from Swiggy?,What type of food do you usually order?,What time of day do you usually place your order?,What is your average order value?,Rate your overall delivery experience with Swiggy?,Was the delivery on time?,How would you rate the food packaging quality?,Did you face any issues with the delivery executive?,How easy is it to navigate the Swiggy app/website?,What is your preferred payment method?,Which mode do you prefer more?
24/10/2024 17:13:51,user744@example.com,User 744,user744@example.com,25-34,Female,Monthly,Italian Cuisine,Lunch (12 PM - 3 PM),Less than ₹200,4,Yes,4,Yes,3,Cash on Delivery,Dine restaurant
24/10/2024 17:13:52,user745@example.com,User 745,user745@example.com,55+,Male,Weekly,Indian Cuisine,Dinner (7 PM - 10 PM),₹500 - ₹1000,5,Yes,2,No,2,Cash on Delivery,Cafes
24/10/2024 17:13:52,user746@example.com,User 746,user746@example.com,18-24,Female,Monthly,Desserts,Breakfast (6 AM - 10 AM),Less than ₹200,2,Yes,1,Yes,4,"Wallet (e.g., Paytm, Amazon Pay)",Dine restaurant
24/10/2024 17:13:52,user747@example.com,User 747,user747@example.com,55+,Male,Weekly,Chinese Cuisine,Late Night (After 10 PM),Less than ₹200,3,No,1,Yes,5,"Wallet (e.g., Paytm, Amazon Pay)",Dine restaurant
24/10/2024 17:13:53,user748@example.com,User 748,user748@example.com,25-34,Female,Weekly,Other,Breakfast (6 AM - 10 AM),₹200 - ₹500,2,No,3,No,4,Net Banking,Cafes
24/10/2024 17:13:53,user749@example.com,User 749,user749@example.com,35-44,Prefer not to say,Monthly,Beverages,Late Night (After 10 PM),More than ₹1000,1,No,3,No,4,Cash on Delivery,Dine restaurant
24/10/2024 17:13:53,user750@example.com,User 750,user750@example.com,18-24,Prefer not to say,Occasionally,Other,Lunch (12 PM - 3 PM),₹200 - ₹500,1,No,2,No,4,"UPI (e.g., Google Pay, PhonePe)",Dine restaurant
24/10/2024 17:13:54,user751@example.com,User 751,user751@example.com,45-54,Non-binary/Other,Occasionally,Healthy/Organic,Late Night (After 10 PM),₹200 - ₹500,3,Yes,2,Yes,2,Net Banking,Cafes
24/10/2024 17:13:54,user752@example.com,User 752,user752@example.com,45-54,Male,Daily,Desserts,Breakfast (6 AM - 10 AM),₹200 - ₹500,4,No,3,No,2,Cash on Delivery,Dine restaurant
24/10/2024 17:13:54,user753@example.com,User 753,user753@example.com,45-54,Male,Weekly,Chinese Cuisine,Breakfast (6 AM - 10 AM),₹500 - ₹1000,1,Yes,4,Yes,4,"UPI (e.g., Google Pay, PhonePe)",Cafes
24/10/2024 17:13:55,user754@example.com,User 754,user754@example.com,18-24,Non-binary/Other,Occasionally,Chinese Cuisine,Dinner (7 PM - 10 PM),₹500 - ₹1000,1,Yes,4,Yes,5,"Wallet (e.g., Paytm, Amazon Pay)",Dine restaurant
24/10/2024 17:13:55,user755@example.com,User 755,user755@example.com,45-54,Male,Monthly,Desserts,Breakfast (6 AM - 10 AM),Less than ₹200,1,No,5,Yes,2,"UPI (e.g., Google Pay, PhonePe)",Cafes
24/10/2024 17:13:56,user756@example.com,User 756,user756@example.com,45-54,Prefer not to say,Weekly,Beverages,Breakfast (6 AM - 10 AM),₹200 - ₹500,2,No,2,No,1,Net Banking,Dine restaurant
24/10/2024 17:13:57,user757@example.com,User 757,user757@example.com,25-34,Female,Occasionally,Chinese Cuisine,Breakfast (6 AM - 10 AM),Less than ₹200,1,Yes,5,Yes,3,Net Banking,Cafes
24/10/2024 17:13:57,user758@example.com,User 758,user758@example.com,35-44,Male,Weekly,Indian Cuisine,Late Night (After 10 PM),₹200 - ₹500,2,No,3,No,3,"Wallet (e.g., Paytm, Amazon Pay)",Dine restaurant
24/10/2024 17:13:57,user759@example.com,User 759,user759@example.com,18-24,Non-binary/Other,Weekly,Indian Cuisine,Breakfast (6 AM - 10 AM),₹200 - ₹500,5,Yes,5,No,1,"Wallet (e.g., Paytm, Amazon Pay)",Cafes
24/10/2024 17:13:58,user760@example.com,User 760,user760@example.com,25-34,Male,Daily,Italian Cuisine,Lunch (12 PM - 3 PM),Less than ₹200,2,Yes,3,No,3,Credit/Debit Card,Cafes
24/10/2024 17:13:58,user761@example.com,User 761,user761@example.com,45-54,Male,Occasionally,Healthy/Organic,Late Night (After 10 PM),₹200 - ₹500,1,Yes,4,No,3,Credit/Debit Card,Dine restaurant
24/10/2024 17:13:58,user762@example.com,User 762,user762@example.com,25-34,Female,Daily,Healthy/Organic,Breakfast (6 AM - 10 AM),Less than ₹200,5,No,2,No,4,Cash on Delivery,Dine restaurant
24/10/2024 17:13:59,user763@example.com,User 763,user763@example.com,18-24,Prefer not to say,Monthly,Beverages,Breakfast (6 AM - 10 AM),More than ₹1000,2,No,2,No,1,Cash on Delivery,Cafes
24/10/2024 17:13:59,user764@example.com,User 764,user764@example.com,45-54,Female,Monthly,Indian Cuisine,Breakfast (6 AM - 10 AM),Less than ₹200,2,Yes,2,No,4,"UPI (e.g., Google Pay, PhonePe)",Cafes
24/10/2024 17:13:59,user765@example.com,User 765,user765@example.com,45-54,Female,Monthly,Indian Cuisine,Dinner (7 PM - 10 PM),Less than ₹200,4,No,4,No,5,Cash on Delivery,Dine restaurant
24/10/2024 17:14:00,user766@example.com,User 766,user766@example.com,25-34,Female,Occasionally,Italian Cuisine,Dinner (7 PM - 10 PM),Less than ₹200,2,Yes,5,No,2,Credit/Debit Card,Dine restaurant
24/10/2024 17:14:00,user767@example.com,User 767,user767@example.com,25-34,Male,Monthly,Chinese Cuisine,Lunch (12 PM - 3 PM),More than ₹1000,4,Yes,1,No,4,"Wallet (e.g., Paytm, Amazon Pay)",Cafes
24/10/2024 17:14:00,user768@example.com,User 768,user768@example.com,45-54,Male,Occasionally,Chinese Cuisine,Breakfast (6 AM - 10 AM),Less than ₹200,5,No,1,Yes,5,Cash on Delivery,Cafes
24/10/2024 17:14:01,user769@example.com,User 769,user769@example.com,18-24,Male,Monthly,Desserts,Lunch (12 PM - 3 PM),₹500 - ₹1000,5,Yes,5,No,4,Credit/Debit Card,Cafes
24/10/2024 17:14:01,user770@example.com,User 770,user770@example.com,45-54,Male,Weekly,Beverages,Late Night (After 10 PM),₹500 - ₹1000,4,No,3,No,1,"UPI (e.g., Google Pay, PhonePe)",Cafes
24/10/2024 17:14:01,user771@example.com,User 771,user771@example.com,45-54,Prefer not to say,Monthly,Chinese Cuisine,Breakfast (6 AM - 10 AM),₹200 - ₹500,4,Yes,2,No,4,Net Banking,Cafes
24/10/2024 17:14:01,user772@example.com,User 772,user772@example.com,55+,Non-binary/Other,Daily,Indian Cuisine,Late Night (After 10 PM),Less than ₹200,3,Yes,3,No,3,"UPI (e.g., Google Pay, PhonePe)",Dine restaurant
24/10/2024 17:14:02,user773@example.com,User 773,user773@example.com,55+,Prefer not to say,Daily,Beverages,Late Night (After 10 PM),More than ₹1000,1,Yes,5,No,1,"UPI (e.g., Google Pay, PhonePe)",Cafes
24/10/2024 17:14:02,user774@example.com,User 774,user774@example.com,45-54,Non-binary/Other,Weekly,Beverages,Dinner (7 PM - 10 PM),₹500 - ₹1000,5,Yes,2,No,4,Cash on Delivery,Cafes
24/10/2024 17:14:02,user775@example.com,User 775,user775@example.com,35-44,Male,Monthly,Desserts,Breakfast (6 AM - 10 AM),₹200 - ₹500,2,Yes,1,Yes,3,Net Banking,Dine restaurant
24/10/2024 17:14:03,user776@example.com,User 776,user776@example.com,45-54,Male,Monthly,Chinese Cuisine,Late Night (After 10 PM),₹200 - ₹500,4,No,4,Yes,3,Net Banking,Dine restaurant
24/10/2024 17:14:03,user777@example.com,User 777,user777@example.com,18-24,Male,Weekly,Desserts,Dinner (7 PM - 10 PM),More than ₹1000,1,No,3,Yes,1,Net Banking,Dine restaurant
24/10/2024 17:14:03,user778@example.com,User 778,user778@example.com,18-24,Prefer not to say,Monthly,Italian Cuisine,Dinner (7 PM - 10 PM),₹500 - ₹1000,5,No,3,Yes,3,"Wallet (e.g., Paytm, Amazon Pay)",Cafes
24/10/2024 17:14:03,user779@example.com,User 779,user779@example.com,45-54,Female,Daily,Chinese Cuisine,Breakfast (6 AM - 10 AM),More than ₹1000,4,Yes,2,Yes,5,"UPI (e.g., Google Pay, PhonePe)",Cafes
24/10/2024 17:14:04,user780@example.com,User 780,user780@example.com,35-44,Female,Daily,Beverages,Lunch (12 PM - 3 PM),More than ₹1000,3,No,3,Yes,5,Net Banking,Cafes
24/10/2024 17:14:04,user781@example.com,User 781,user781@example.com,25-34,Non-binary/Other,Weekly,Healthy/Organic,Dinner (7 PM - 10 PM),₹500 - ₹1000,1,No,1,Yes,1,"UPI (e.g., Google Pay, PhonePe)",Dine restaurant
24/10/2024 17:14:04,user782@example.com,User 782,user782@example.com,55+,Prefer not to say,Weekly,Chinese Cuisine,Breakfast (6 AM - 10 AM),More than ₹1000,1,Yes,1,Yes,5,Cash on Delivery,Dine restaurant
24/10/2024 17:14:05,user783@example.com,User 783,user783@example.com,25-34,Non-binary/Other,Weekly,Healthy/Organic,Lunch (12 PM - 3 PM),₹500 - ₹1000,5,Yes,4,No,3,"Wallet (e.g., Paytm, Amazon Pay)",Cafes
24/10/2024 17:14:05,user784@example.com,User 784,user784@example.com,18-24,Prefer not to say,Occasionally,Healthy/Organic,Late Night (After 10 PM),₹200 - ₹500,3,No,2,Yes,5,Net Banking,Dine restaurant
24/10/2024 17:14:05,user785@example.com,User 785,user785@example.com,18-24,Prefer not to say,Weekly,Beverages,Breakfast (6 AM - 10 AM),Less than ₹200,2,No,5,Yes,3,"UPI (e.g., Google Pay, PhonePe)",Cafes
24/10/2024 17:14:05,user786@example.com,User 786,user786@example.com,45-54,Male,Occasionally,Italian Cuisine,Dinner (7 PM - 10 PM),Less than ₹200,1,Yes,5,Yes,4,Cash on Delivery,Cafes
24/10/2024 17:14:06,user787@example.com,User 787,user787@example.com,35-44,Prefer not to say,Occasionally,Desserts,Late Night (After 10 PM),₹500 - ₹1000,1,Yes,2,Yes,2,Net Banking,Dine restaurant
24/10/2024 17:14:06,user788@example.com,User 788,user788@example.com,55+,Non-binary/Other,Daily,Other,Late Night (After 10 PM),More than ₹1000,4,No,5,No,4,"Wallet (e.g., Paytm, Amazon Pay)",Dine restaurant
24/10/2024 17:14:07,user789@example.com,User 789,user789@example.com,25-34,Male,Daily,Italian Cuisine,Lunch (12 PM - 3 PM),More than ₹1000,3,Yes,5,No,4,Credit/Debit Card,Dine restaurant
24/10/2024 17:14:07,user790@example.com,User 790,user790@example.com,45-54,Female,Weekly,Chinese Cuisine,Dinner (7 PM - 10 PM),₹500 - ₹1000,5,No,1,Yes,2,"UPI (e.g., Google Pay, PhonePe)",Cafes
24/10/2024 17:14:07,user791@example.com,User 791,user791@example.com,35-44,Male,Occasionally,Healthy/Organic,Lunch (12 PM - 3 PM),More than ₹1000,5,No,4,Yes,4,"UPI (e.g., Google Pay, PhonePe)",Dine restaurant
24/10/2024 17:14:08,user792@example.com,User 792,user792@example.com,55+,Female,Daily,Other,Breakfast (6 AM - 10 AM),More than ₹1000,4,Yes,4,No,1,"Wallet (e.g., Paytm, Amazon Pay)",Cafes
24/10/2024 17:14:08,user793@example.com,User 793,user793@example.com,55+,Prefer not to say,Weekly,Italian Cuisine,Lunch (12 PM - 3 PM),₹500 - ₹1000,1,Yes,5,No,2,"Wallet (e.g., Paytm, Amazon Pay)",Cafes
24/10/2024 17:14:08,user794@example.com,User 794,user794@example.com,55+,Prefer not to say,Monthly,Other,Lunch (12 PM - 3 PM),₹200 - ₹500,4,Yes,4,No,5,Net Banking,Dine restaurant
24/10/2024 17:14:09,user795@example.com,User 795,user795@example.com,18-24,Prefer not to say,Weekly,Healthy/Organic,Late Night (After 10 PM),More than ₹1000,5,Yes,4,No,4,Credit/Debit Card,Cafes
24/10/2024 17:14:10,user796@example.com,User 796,user796@example.com,35-44,Female,Weekly,Other,Late Night (After 10 PM),₹500 - ₹1000,4,Yes,1,Yes,3,Credit/Debit Card,Dine restaurant
24/10/2024 17:14:10,user797@example.com,User 797,user797@example.com,55+,Non-binary/Other,Monthly,Healthy/Organic,Breakfast (6 AM - 10 AM),Less than ₹200,5,Yes,5,No,1,Cash on Delivery,Dine restaurant
24/10/2024 17:14:10,user798@example.com,User 798,user798@example.com,18-24,Non-binary/Other,Monthly,Italian Cuisine,Breakfast (6 AM - 10 AM),₹200 - ₹500,1,No,4,Yes,1,Credit/Debit Card,Dine restaurant
24/10/2024 17:14:10,user799@example.com,User 799,user799@example.com,55+,Non-binary/Other,Occasionally,Other,Late Night (After 10 PM),Less than ₹200,1,No,4,Yes,1,Cash on Delivery,Cafes
24/10/2024 17:14:11,user800@example.com,User 800,user800@example.com,55+,Non-binary/Other,Monthly,Healthy/Organic,Late Night (After 10 PM),More than ₹1000,5,Yes,3,No,3,Net Banking,Cafes
24/10/2024 17:14:11,user801@example.com,User 801,user801@example.com,25-34,Male,Monthly,Desserts,Late Night (After 10 PM),Less than ₹200,3,No,4,No,1,Credit/Debit Card,Cafes
24/10/2024 17:14:11,user802@example.com,User 802,user802@example.com,45-54,Male,Weekly,Desserts,Lunch (12 PM - 3 PM),₹500 - ₹1000,2,No,5,Yes,4,Net Banking,Dine restaurant
24/10/2024 17:14:12,user803@example.com,User 803,user803@example.com,45-54,Male,Daily,Other,Late Night (After 10 PM),₹200 - ₹500,4,Yes,5,No,5,"Wallet (e.g., Paytm, Amazon Pay)",Dine restaurant
24/10/2024 17:14:13,user804@example.com,User 804,user804@example.com,55+,Prefer not to say,Monthly,Indian Cuisine,Dinner (7 PM - 10 PM),₹200 - ₹500,3,No,4,No,1,Net Banking,Dine restaurant
24/10/2024 17:14:13,user805@example.com,User 805,user805@example.com,45-54,Prefer not to say,Monthly,Desserts,Late Night (After 10 PM),More than ₹1000,3,Yes,2,Yes,1,"UPI (e.g., Google Pay, PhonePe)",Cafes
24/10/2024 17:14:13,user806@example.com,User 806,user806@example.com,25-34,Non-binary/Other,Weekly,Other,Dinner (7 PM - 10 PM),₹200 - ₹500,2,Yes,2,Yes,2,Credit/Debit Card,Dine restaurant
24/10/2024 17:14:13,user807@example.com,User 807,user807@example.com,45-54,Non-binary/Other,Daily,Other,Lunch (12 PM - 3 PM),More than ₹1000,2,Yes,1,No,3,Net Banking,Dine restaurant
24/10/2024 17:14:14,user808@example.com,User 808,user808@example.com,55+,Prefer not to say,Monthly,Other,Lunch (12 PM - 3 PM),More than ₹1000,1,Yes,4,Yes,3,"Wallet (e.g., Paytm, Amazon Pay)",Cafes
24/10/2024 17:14:14,user809@example.com,User 809,user809@example.com,45-54,Non-binary/Other,Daily,Healthy/Organic,Breakfast (6 AM - 10 AM),More than ₹1000,1,No,5,No,5,"Wallet (e.g., Paytm, Amazon Pay)",Dine restaurant
24/10/2024 17:14:14,user810@example.com,User 810,user810@example.com,55+,Female,Monthly,Chinese Cuisine,Lunch (12 PM - 3 PM),More than ₹1000,4,No,5,Yes,2,"Wallet (e.g., Paytm, Amazon Pay)",Cafes
24/10/2024 17:14:15,user811@example.com,User 811,user811@example.com,55+,Female,Daily,Other,Late Night (After 10 PM),Less than ₹200,5,Yes,1,No,1,Net Banking,Cafes
24/10/2024 17:14:15,user812@example.com,User 812,user812@example.com,45-54,Male,Daily,Italian Cuisine,Late Night (After 10 PM),₹200 - ₹500,2,Yes,2,No,1,Net Banking,Cafes
24/10/2024 17:14:15,user813@example.com,User 813,user813@example.com,45-54,Non-binary/Other,Monthly,Chinese Cuisine,Breakfast (6 AM - 10 AM),More than ₹1000,4,Yes,1,No,2,Net Banking,Cafes
24/10/2024 17:14:15,user814@example.com,User 814,user814@example.com,18-24,Prefer not to say,Monthly,Healthy/Organic,Dinner (7 PM - 10 PM),Less than ₹200,2,Yes,1,Yes,3,"Wallet (e.g., Paytm, Amazon Pay)",Cafes
24/10/2024 17:14:16,user815@example.com,User 815,user815@example.com,18-24,Prefer not to say,Daily,Chinese Cuisine,Breakfast (6 AM - 10 AM),₹200 - ₹500,4,No,5,Yes,5,"UPI (e.g., Google Pay, PhonePe)",Cafes
24/10/2024 17:14:16,user816@example.com,User 816,user816@example.com,45-54,Female,Occasionally,Indian Cuisine,Breakfast (6 AM - 10 AM),₹500 - ₹1000,3,Yes,2,No,4,"Wallet (e.g., Paytm, Amazon Pay)",Cafes
24/10/2024 17:14:16,user817@example.com,User 817,user817@example.com,45-54,Female,Weekly,Indian Cuisine,Late Night (After 10 PM),₹200 - ₹500,1,No,4,Yes,2,Credit/Debit Card,Cafes
24/10/2024 17:14:17,user818@example.com,User 818,user818@example.com,18-24,Prefer not to say,Weekly,Chinese Cuisine,Dinner (7 PM - 10 PM),₹500 - ₹1000,4,Yes,5,No,5,Cash on Delivery,Dine restaurant
24/10/2024 17:14:17,user819@example.com,User 819,user819@example.com,18-24,Prefer not to say,Occasionally,Other,Breakfast (6 AM - 10 AM),More than ₹1000,1,No,4,Yes,3,Net Banking,Cafes
24/10/2024 17:14:17,user820@example.com,User 820,user820@example.com,18-24,Male,Monthly,Beverages,Dinner (7 PM - 10 PM),₹500 - ₹1000,2,No,4,No,5,Credit/Debit Card,Cafes
24/10/2024 17:14:17,user821@example.com,User 821,user821@example.com,25-34,Prefer not to say,Weekly,Chinese Cuisine,Lunch (12 PM - 3 PM),Less than ₹200,3,No,1,No,4,Cash on Delivery,Cafes
24/10/2024 17:14:18,user822@example.com,User 822,user822@example.com,18-24,Prefer not to say,Occasionally,Italian Cuisine,Lunch (12 PM - 3 PM),Less than ₹200,5,Yes,4,No,2,Credit/Debit Card,Cafes
24/10/2024 17:14:18,user823@example.com,User 823,user823@example.com,55+,Male,Monthly,Healthy/Organic,Dinner (7 PM - 10 PM),₹200 - ₹500,4,Yes,2,No,3,Cash on Delivery,Dine restaurant
24/10/2024 17:14:18,user824@example.com,User 824,user824@example.com,45-54,Male,Monthly,Italian Cuisine,Lunch (12 PM - 3 PM),₹200 - ₹500,3,Yes,5,Yes,5,Credit/Debit Card,Cafes
24/10/2024 17:14:18,user825@example.com,User 825,user825@example.com,18-24,Non-binary/Other,Occasionally,Italian Cuisine,Late Night (After 10 PM),₹500 - ₹1000,4,Yes,4,Yes,3,Net Banking,Cafes
24/10/2024 17:14:19,user826@example.com,User 826,user826@example.com,18-24,Male,Daily,Beverages,Breakfast (6 AM - 10 AM),Less than ₹200,1,Yes,3,Yes,1,Credit/Debit Card,Cafes
24/10/2024 17:14:19,user827@example.com,User 827,user827@example.com,18-24,Prefer not to say,Weekly,Other,Breakfast (6 AM - 10 AM),₹200 - ₹500,1,No,3,Yes,5,"Wallet (e.g., Paytm, Amazon Pay)",Dine restaurant
24/10/2024 17:14:19,user828@example.com,User 828,user828@example.com,55+,Female,Daily,Indian Cuisine,Late Night (After 10 PM),₹200 - ₹500,1,Yes,2,Yes,2,Credit/Debit Card,Cafes
24/10/2024 17:14:20,user829@example.com,User 829,user829@example.com,35-44,Male,Occasionally,Desserts,Lunch (12 PM - 3 PM),Less than ₹200,2,No,4,Yes,1,Net Banking,Cafes
24/10/2024 17:14:21,user830@example.com,User 830,user830@example.com,45-54,Male,Monthly,Indian Cuisine,Lunch (12 PM - 3 PM),Less than ₹200,2,No,2,Yes,4,"UPI (e.g., Google Pay, PhonePe)",Dine restaurant
24/10/2024 17:14:21,user831@example.com,User 831,user831@example.com,45-54,Female,Occasionally,Chinese Cuisine,Breakfast (6 AM - 10 AM),Less than ₹200,2,Yes,5,No,2,"Wallet (e.g., Paytm, Amazon Pay)",Dine restaurant
24/10/2024 17:14:21,user832@example.com,User 832,user832@example.com,45-54,Male,Weekly,Healthy/Organic,Lunch (12 PM - 3 PM),More than ₹1000,5,No,4,Yes,3,"Wallet (e.g., Paytm, Amazon Pay)",Cafes
24/10/2024 17:14:22,user833@example.com,User 833,user833@example.com,25-34,Male,Occasionally,Indian Cuisine,Lunch (12 PM - 3 PM),₹500 - ₹1000,1,Yes,4,Yes,3,Net Banking,Cafes
24/10/2024 17:14:22,user834@example.com,User 834,user834@example.com,18-24,Non-binary/Other,Daily,Beverages,Dinner (7 PM - 10 PM),₹500 - ₹1000,2,No,2,Yes,5,Credit/Debit Card,Cafes
24/10/2024 17:14:22,user835@example.com,User 835,user835@example.com,25-34,Non-binary/Other,Occasionally,Italian Cuisine,Breakfast (6 AM - 10 AM),More than ₹1000,3,No,1,Yes,5,Credit/Debit Card,Dine restaurant
24/10/2024 17:14:23,user836@example.com,User 836,user836@example.com,25-34,Male,Weekly,Chinese Cuisine,Late Night (After 10 PM),₹500 - ₹1000,2,Yes,5,No,2,Cash on Delivery,Cafes
24/10/2024 17:14:23,user837@example.com,User 837,user837@example.com,45-54,Prefer not to say,Occasionally,Indian Cuisine,Dinner (7 PM - 10 PM),₹200 - ₹500,3,No,4,Yes,3,"UPI (e.g., Google Pay, PhonePe)",Cafes
24/10/2024 17:14:23,user838@example.com,User 838,user838@example.com,35-44,Prefer not to say,Daily,Other,Lunch (12 PM - 3 PM),₹500 - ₹1000,2,Yes,2,Yes,5,Cash on Delivery,Cafes
24/10/2024 17:14:23,user839@example.com,User 839,user839@example.com,25-34,Female,Weekly,Italian Cuisine,Dinner (7 PM - 10 PM),₹200 - ₹500,5,No,3,No,1,Credit/Debit Card,Cafes
24/10/2024 17:14:24,user840@example.com,User 840,user840@example.com,25-34,Male,Monthly,Other,Lunch (12 PM - 3 PM),Less than ₹200,3,Yes,3,No,3,"Wallet (e.g., Paytm, Amazon Pay)",Cafes
24/10/2024 17:14:24,user841@example.com,User 841,user841@example.com,45-54,Prefer not to say,Monthly,Healthy/Organic,Breakfast (6 AM - 10 AM),More than ₹1000,3,Yes,1,No,4,Credit/Debit Card,Dine restaurant
24/10/2024 17:14:24,user842@example.com,User 842,user842@example.com,25-34,Female,Weekly,Indian Cuisine,Lunch (12 PM - 3 PM),Less than ₹200,4,Yes,3,Yes,4,Credit/Debit Card,Cafes
24/10/2024 17:14:24,user843@example.com,User 843,user843@example.com,25-34,Prefer not to say,Monthly,Healthy/Organic,Late Night (After 10 PM),More than ₹1000,1,Yes,5,No,1,Cash on Delivery,Dine restaurant
24/10/2024 17:14:25,user844@example.com,User 844,user844@example.com,25-34,Female,Occasionally,Beverages,Lunch (12 PM - 3 PM),More than ₹1000,1,Yes,3,No,1,"UPI (e.g., Google Pay, PhonePe)",Cafes
24/10/2024 17:14:25,user845@example.com,User 845,user845@example.com,18-24,Non-binary/Other,Weekly,Healthy/Organic,Dinner (7 PM - 10 PM),Less than ₹200,1,Yes,1,Yes,1,Credit/Debit Card,Cafes
24/10/2024 17:14:26,user846@example.com,User 846,user846@example.com,25-34,Male,Daily,Italian Cuisine,Lunch (12 PM - 3 PM),₹200 - ₹500,1,No,5,No,1,"UPI (e.g., Google Pay, PhonePe)",Dine restaurant
24/10/2024 17:14:26,user847@example.com,User 847,user847@example.com,35-44,Male,Daily,Beverages,Late Night (After 10 PM),More than ₹1000,5,Yes,3,No,3,"Wallet (e.g., Paytm, Amazon Pay)",Dine restaurant
24/10/2024 17:14:26,user848@example.com,User 848,user848@example.com,35-44,Non-binary/Other,Monthly,Chinese Cuisine,Late Night (After 10 PM),₹200 - ₹500,4,No,3,No,5,Credit/Debit Card,Dine restaurant
24/10/2024 17:14:27,user849@example.com,User 849,user849@example.com,45-54,Female,Weekly,Desserts,Late Night (After 10 PM),₹500 - ₹1000,5,Yes,1,Yes,1,"Wallet (e.g., Paytm, Amazon Pay)",Dine restaurant
24/10/2024 17:14:27,user850@example.com,User 850,user850@example.com,18-24,Female,Daily,Desserts,Dinner (7 PM - 10 PM),₹500 - ₹1000,4,No,1,Yes,3,Cash on Delivery,Cafes
24/10/2024 17:14:27,user851@example.com,User 851,user851@example.com,55+,Female,Monthly,Healthy/Organic,Lunch (12 PM - 3 PM),More than ₹1000,2,Yes,3,Yes,1,Net Banking,Dine restaurant
24/10/2024 17:14:28,user852@example.com,User 852,user852@example.com,25-34,Prefer not to say,Monthly,Chinese Cuisine,Lunch (12 PM - 3 PM),More than ₹1000,2,No,3,Yes,3,Net Banking,Dine restaurant
24/10/2024 17:14:28,user853@example.com,User 853,user853@example.com,25-34,Prefer not to say,Daily,Chinese Cuisine,Dinner (7 PM - 10 PM),₹500 - ₹1000,3,Yes,4,Yes,5,"UPI (e.g., Google Pay, PhonePe)",Dine restaurant
24/10/2024 17:14:28,user854@example.com,User 854,user854@example.com,55+,Non-binary/Other,Monthly,Indian Cuisine,Dinner (7 PM - 10 PM),Less than ₹200,1,Yes,3,Yes,1,Cash on Delivery,Dine restaurant
24/10/2024 17:14:29,user855@example.com,User 855,user855@example.com,45-54,Prefer not to say,Monthly,Other,Dinner (7 PM - 10 PM),₹200 - ₹500,3,No,2,No,2,Credit/Debit Card,Dine restaurant
24/10/2024 17:14:29,user856@example.com,User 856,user856@example.com,45-54,Non-binary/Other,Weekly,Desserts,Lunch (12 PM - 3 PM),₹200 - ₹500,1,Yes,5,No,5,Credit/Debit Card,Cafes
24/10/2024 17:14:29,user857@example.com,User 857,user857@example.com,25-34,Female,Weekly,Healthy/Organic,Breakfast (6 AM - 10 AM),₹200 - ₹500,4,Yes,4,Yes,4,"Wallet (e.g., Paytm, Amazon Pay)",Dine restaurant
24/10/2024 17:14:29,user858@example.com,User 858,user858@example.com,18-24,Male,Monthly,Chinese Cuisine,Late Night (After 10 PM),Less than ₹200,4,Yes,1,Yes,5,Credit/Debit Card,Cafes
24/10/2024 17:14:30,user859@example.com,User 859,user859@example.com,18-24,Male,Monthly,Beverages,Breakfast (6 AM - 10 AM),More than ₹1000,2,No,2,Yes,1,Cash on Delivery,Cafes
24/10/2024 17:14:30,user860@example.com,User 860,user860@example.com,55+,Non-binary/Other,Occasionally,Healthy/Organic,Late Night (After 10 PM),₹500 - ₹1000,2,Yes,2,No,3,Net Banking,Cafes
24/10/2024 17:14:30,user861@example.com,User 861,user861@example.com,55+,Prefer not to say,Daily,Desserts,Lunch (12 PM - 3 PM),More than ₹1000,4,Yes,1,Yes,1,Cash on Delivery,Cafes
24/10/2024 17:14:30,user862@example.com,User 862,user862@example.com,35-44,Prefer not to say,Weekly,Indian Cuisine,Late Night (After 10 PM),₹500 - ₹1000,5,No,2,No,5,Credit/Debit Card,Dine restaurant
24/10/2024 17:14:31,user863@example.com,User 863,user863@example.com,55+,Female,Daily,Chinese Cuisine,Late Night (After 10 PM),More than ₹1000,1,No,2,No,4,"Wallet (e.g., Paytm, Amazon Pay)",Dine restaurant
24/10/2024 17:14:31,user864@example.com,User 864,user864@example.com,45-54,Prefer not to say,Weekly,Healthy/Organic,Breakfast (6 AM - 10 AM),More than ₹1000,2,No,4,No,1,Credit/Debit Card,Dine restaurant
24/10/2024 17:14:31,user865@example.com,User 865,user865@example.com,18-24,Female,Daily,Italian Cuisine,Late Night (After 10 PM),₹200 - ₹500,4,Yes,2,Yes,4,Net Banking,Cafes
24/10/2024 17:14:32,user866@example.com,User 866,user866@example.com,25-34,Female,Occasionally,Indian Cuisine,Breakfast (6 AM - 10 AM),₹200 - ₹500,5,Yes,3,Yes,5,"UPI (e.g., Google Pay, PhonePe)",Dine restaurant
24/10/2024 17:14:32,user867@example.com,User 867,user867@example.com,55+,Female,Monthly,Healthy/Organic,Late Night (After 10 PM),₹200 - ₹500,4,No,3,Yes,3,"UPI (e.g., Google Pay, PhonePe)",Cafes
24/10/2024 17:14:32,user868@example.com,User 868,user868@example.com,25-34,Prefer not to say,Occasionally,Italian Cuisine,Lunch (12 PM - 3 PM),₹500 - ₹1000,1,Yes,5,No,2,Net Banking,Cafes
24/10/2024 17:14:33,user869@example.com,User 869,user869@example.com,35-44,Prefer not to say,Monthly,Desserts,Late Night (After 10 PM),More than ₹1000,5,Yes,2,Yes,2,Net Banking,Dine restaurant
